address,district,area,bedrooms,garage,type,rent,total
Avenida Ernesto Souza Cruz,Cidade Antônio Estevão de Carvalho,65,1,0,Casa,1200,1251
Avenida Nordestina,Jardim Santo Antonio,39,2,0,Apartamento,1290,1599
Rua Bento Ribeiro,Vila Regina,170,3,3,Casa,3774,3934
Rua Frei Francisco,Jardim Helena,37,1,0,Apartamento,1300,1425
Rua Doutor Emanuel Dias,Vila Santa Teresa,175,1,0,Casa em condomínio,1200,1351
Rua Engenheiro Luís Antônio Rantin Moutinho,Jardim Popular,100,2,1,Casa,2150,2241
Rua Capitão Alberto Mendes Júnior,Água Fria,170,4,2,Apartamento,6800,9571
Avenida Águia de Haia,Parque Paineiras,47,2,1,Apartamento,1500,2120
Rua Agrimensor Sugaya,Colônia (zona Leste),42,2,0,Apartamento,1300,1500
Avenida Paes de Barros,Mooca,140,4,1,Apartamento,3800,5669
Rua Pacajás,Vila Cosmopolita,25,1,0,Apartamento,770,819
Rua Tabuaças,Jardim Marília,80,1,0,Casa,1150,1247
Avenida José Muniz Ribeiro,Vila Paranaguá,260,3,4,Casa,5000,5587
Rua Professor Vasconcelos Sarmento,Vila Ré,46,1,1,Apartamento,1950,2165
Rua dos Ituanos,Ipiranga,340,5,3,Casa,7500,8582
Rua Machado Dutra,Jardim Vila Carrao,45,1,0,Casa,1000,1042
Rua Agudos Grandes,Vila Gustavo,200,4,6,Casa,5000,5406
Rua Serra de São Domingos,Vila Carmosina,90,2,1,Casa em condomínio,2100,2590
Rua Paratiba,Jardim Nordeste,64,2,1,Apartamento,1850,1921
Rua Aldeia da Formiga,Vila Carmosina,27,1,0,Casa,757,789
Rua Fraiburgo,Cidade Líder,55,1,0,Casa,999,1041
Rua Demerval da Fonseca,Jardim Santa Terezinha (zona Leste),47,2,1,Apartamento,1400,2054
Rua Jupará,Cidade Antônio Estevão de Carvalho,30,1,0,Apartamento,1100,1302
Rua Açafrão,Ermelino Matarazzo,21,1,0,Casa,700,760
Rua Doutor Mario Rodrigues Louzã,Jardim Sao Jose (sao Mateus),50,1,1,Casa,950,990
Rua Jabiru,Vila Nova Curuçá,18,1,0,Casa,600,625
Rua Miguel Arcanjo de Oliveira,Parque Paineiras,32,1,0,Apartamento,990,1133
Rua Miguel Arcanjo de Oliveira,Parque Paineiras,33,1,0,Apartamento,990,1133
Rua Cajuru,Belenzinho,155,4,3,Apartamento,9800,11280
Rua Canuto Abreu,Vila Regente Feijó,280,4,4,Apartamento,6000,9677
Rua Cerro de Mateus Simões,Parque Boturussu,48,2,0,Apartamento,1300,1570
Rua Conceição do Castelo,Burgo Paulista,50,1,0,Casa,600,633
Rua das Gloxíneas,Cidade Nova São Miguel,100,3,0,Casa,1300,1355
Rua Conceição do Castelo,Burgo Paulista,70,3,0,Casa,1600,1676
Avenida Monteiro Lobato,Vila Miriam,54,2,1,Apartamento,3100,3634
Rua Américo Lopes,Vila Carmosina,80,1,0,Casa,1000,1017
Rua Jardim Tamoio,Conjunto Residencial José Bonifácio,80,3,0,Casa,1200,1267
Rua Murmúrios da Tarde,Conjunto Residencial José Bonifácio,44,2,1,Apartamento,1100,1327
Estrada Itaquera Guaianazes,Itaquera,48,2,1,Apartamento,1200,1697
Rua Miguel Arcanjo de Oliveira,Parque Paineiras,41,2,0,Apartamento,1410,1624
"Rua Hélvio de Oliveira Albuquerque - Vila Sao Francisco, São Paulo - Sp, Brasil",Vila São Francisco (zona Leste),260,3,3,Casa,4816,5129
Rua Miguel Arcanjo de Oliveira,Parque Paineiras,39,2,0,Apartamento,1360,1573
Rua Piraumbu,Jardim Sao Gabriel,68,1,0,Casa,1200,1251
Rua Arno Nadel,Conjunto Residencial José Bonifácio,40,1,0,Casa,800,834
Rua Padre Estevão de Oliveira,Conjunto Habitacional Padre Manoel da Nobrega,49,2,1,Apartamento,1600,1662
Avenida Nordestina,Vila Nova Curuçá,45,2,1,Apartamento,1300,1645
Rua Professor Vasconcelos Sarmento,Vila Ré,39,2,1,Apartamento,1600,1802
Rua Professor Vasconcelos Sarmento,Vila Ré,36,2,0,Apartamento,1450,1666
Rua Luiz Antônio Gonçalves,Vila Campanela,220,3,4,Casa,2200,2326
Rua Benedito Otoni,Penha de França,70,2,2,Casa em condomínio,2200,2535
Rua Pau-d Arco-roxo,Jardim Pedro José Nunes,38,1,0,Casa,1100,1147
Rua Pau-d'arco-roxo,Jardim Pedro José Nunes,41,1,1,Casa,1200,1251
Avenida Engenho Novo,Jardim Tietê,30,1,0,Apartamento,800,831
Rua Isabel,Vila Palmares,391,4,6,Casa,3800,4067
Rua Agrimensor Sugaya,Colônia (zona Leste),43,2,0,Apartamento,1300,1500
Rua Morubixaba,Cidade Líder,49,3,0,Apartamento,1200,1527
Rua Doutor Clementino,Belenzinho,134,3,2,Apartamento,9600,11200
Rua Agrimensor Sugaya,Colônia (zona Leste),39,2,1,Apartamento,1150,1494
Rua das Caneleiras,Jardim,153,4,2,Apartamento,4800,7069
Rua Parque da Fonte,Barro Branco (zona Norte),438,4,6,Casa,11000,13550
Rua Agente Gomes,Jardim São Paulo,216,3,3,Apartamento,8000,11940
Rua da Padroeira,Jardim Nordeste,270,4,3,Casa,6500,6880
Rua Surucuás,Cidade Antônio Estêvão de Carvalho,42,2,1,Apartamento,2000,2077
Rua Pirizal,Vila Carmosina,60,2,0,Casa,1300,1371
Rua Pirizal,Vila Carmosina,80,2,1,Casa,1800,1896
Rua Jequitirana,Cidade Antônio Estevão de Carvalho,150,3,2,Casa,2800,2919
Rua Pirizal,Vila Carmosina,80,2,0,Casa,1700,1793
Rua B. B. Varela,Jardim Lideranca,238,3,3,Casa,3000,3191
Rua Luiz Antônio Gonçalves,Vila Campanela,30,2,0,Studio e kitnet,1100,1352
Rua Henrique Rodrigues Peres,Jardim Brasília (zona Leste),47,2,1,Apartamento,1750,2373
Rua Luiz Antônio Gonçalves,Vila Campanela,35,2,0,Studio e kitnet,1200,1457
Rua Luiz Antônio Gonçalves,Vila Campanela,25,2,0,Studio e kitnet,1100,1352
Rua Luiz Antônio Gonçalves,Vila Campanela,40,2,0,Studio e kitnet,1300,1560
Rua Luiz Antônio Gonçalves,Vila Campanela,40,1,0,Studio e kitnet,1200,1457
Rua Luiz Antônio Gonçalves,Vila Campanela,25,1,0,Studio e kitnet,1000,1248
Rua Luiz Antônio Gonçalves,Vila Campanela,30,1,0,Studio e kitnet,1000,1248
Estrada Itaquera Guaianazes,Itaquera,56,2,1,Apartamento,3000,3419
Avenida Estados Unidos,Parque das Nações,125,3,2,Apartamento,3000,4462
Rua Curiangos,Cidade Antônio Estevão de Carvalho,75,1,1,Casa,1800,1830
Rua Tubuna,Cidade Antônio Estevão de Carvalho,45,1,0,Casa,1000,1045
Rua Oliveira Alves,Ipiranga,125,3,2,Apartamento,7000,8070
Rua André de Almeida,Cidade São Mateus,56,2,1,Apartamento,1050,1418
Rua Piedade de Ponte Nova,Vila Jacuí,75,2,0,Casa,1600,1718
Rua Folha de Hera,Parque Guarani,200,4,2,Casa,3500,3613
Rua Jucuruçu,Parada Xv de Novembro,47,2,1,Apartamento,1150,1414
Rua Uacari,Cidade Antônio Estêvão de Carvalho,60,2,0,Casa,1200,1251
Rua Jucupema,Parada Xv de Novembro,80,2,0,Apartamento,1442,1540
Rua Américo Sugai,Vila Jacuí,25,1,0,Casa,800,894
Rua Belila,Parque Guarani,24,1,0,Studio e kitnet,780,819
Rua Hermes de Moura Borges,Artur Alvim,31,1,0,Apartamento,1350,1554
Rua São Luís,Vila Cosmopolita,42,1,0,Apartamento,700,792
Rua Rosa Mendes,Jardim Penha,50,2,0,Apartamento,1300,1550
Rua Tijuco Preto,Tatuapé,220,4,2,Casa,10000,10990
Rua Percílio Neto,Vila Gumercindo,111,3,2,Apartamento,15000,16290
Rua Domingos do Sacramento,Vila Carolina,80,1,1,Casa,999,1082
Rua Gabus Mendes,República,96,2,0,Apartamento,2600,3489
Rua Artur Sabóia,Paraíso,230,3,2,Casa,5500,6062
Rua Gaspar Lourenço,Vila Mariana,49,2,1,Apartamento,2600,3585
Rua Leopoldo Couto de Magalhães Júnior,Itaim Bibi,42,1,1,Apartamento,3500,4591
Rua Pedro Doll,Santana,250,4,4,Apartamento,4200,6062
Rua Pelegrino,Jardim do Colégio (zona Norte),540,5,6,Casa,10000,10960
Rua Voluntários da Pátria,Santana,254,4,4,Apartamento,10000,15490
Rua Voluntários da Pátria,Santana,110,3,1,Apartamento,2800,4075
Rua Ingá,Parque Mandaqui,435,4,6,Casa,10000,12060
Rua do Aclamado,Jardim Sao Bento,350,3,4,Casa,8000,9810
Rua Professor Dorival Dias Minhoto,Lauzane Paulista,142,3,2,Apartamento,6220,8055
Rua Carlos Escobar,Santana,12,1,0,Studio e kitnet,900,935
Rua Jorge Valim,Vila Ester (zona Norte),250,3,6,Casa,12000,12840
Travessa Luís Gonçalves,Santa Teresinha,250,3,3,Casa,6000,6255
Rua Francisca Júlia,Santana,182,2,4,Apartamento,8500,12020
Rua General Nestor Passos,Jardim Paraíso,300,3,3,Casa,11630,12410
Rua Mariquinha Viana,Vila Aurora (Zona Norte),157,3,3,Casa,3200,3450
Rua Professor Castro Pereira,Vila Baruel,293,3,3,Casa,6300,7127
Rua Marechal Hermes da Fonseca,Santana,110,4,2,Apartamento,7500,9663
Rua Maria Cândida,Vila Guilherme,180,4,1,Casa,6000,6292
Rua Padre Francisco João de Azevedo,Lauzane Paulista,140,3,2,Apartamento,4500,5654
Rua Barra Mansa,Jardim Franca,540,5,5,Casa,6890,8182
Rua Copacabana,Chora Menino,160,4,2,Apartamento,4500,6143
Rua Salete,Santana,130,3,3,Apartamento,6100,7969
Avenida Nova Cantareira,Jardim Leonor Mendes de Barros,125,3,2,Casa,3860,4038
Rua Voluntários da Pátria,Santana,220,3,1,Apartamento,6502,9468
Rua Maria do Carmo Sene,Vila Pauliceia,70,2,1,Apartamento,1500,2681
Rua Franklin do Amaral,Vila Nova Cachoeirinha,78,3,3,Apartamento,2350,3900
Rua Engenheiro Jean Buff,Jardim Paraíso,161,3,2,Casa,3900,4265
Rua Voluntários da Pátria,Santana,110,3,2,Apartamento,6500,7951
Avenida Braz Leme,Santana,115,2,2,Apartamento,5500,7084
Rua Nunes Garcia,Santana,199,3,2,Apartamento,2950,5459
Rua Ana Benvinda de Andrade,Santana,70,2,1,Apartamento,1700,2914
Rua Pedro Doll,Santana,200,3,1,Apartamento,4300,8149
Rua Doutor César,Santana,76,2,1,Apartamento,2800,4120
Rua General Bagueira,Santana,64,2,1,Apartamento,2200,2684
Rua Capitão Alberto Mendes Júnior,Água Fria,200,4,4,Apartamento,6000,10240
Rua José Frutuoso Dias,Vila Bandeirantes,220,3,4,Casa,4590,5109
Avenida Lasar Segall,Vila Celeste,80,2,0,Apartamento,4000,4954
Avenida Professora Virgília Rodrigues Alves de Carvalho Pinto,Jardim Leonor Mendes de Barros,170,3,2,Casa em condomínio,2800,3701
Rua Buquira,Vila Baruel,240,4,6,Casa,5000,5212
Rua Guarapuã,Jardim Franca,550,4,5,Casa,6000,7397
Rua Doutor Zuquim,Santana,125,2,0,Apartamento,2000,2247
Rua Agop Kerimian,Vila Celeste,250,2,2,Casa,2180,2277
Rua Caitezal,Água Fria,240,5,5,Casa,12000,13160
Rua Isabel Maria Garcia Parra,Lauzane Paulista,200,3,2,Casa,3100,3232
Rua Benta Pereira,Santa Teresinha,200,4,4,Casa,8000,8831
Rua Franklin do Amaral,Vila Roque,186,2,4,Casa,3650,3880
Rua Fúlvio Morganti,Jardim Paraíso,170,2,2,Casa,3900,4245
Rua Solimões,Barra Funda,150,3,0,Apartamento,2500,2730
Rua Sebastiana Vieira,Parque Mandaqui,250,3,3,Casa,4500,4925
Rua Pontins,Santana,178,3,4,Apartamento,7800,10920
Rua Lair,Tremembé,384,3,0,Casa,10000,11550
Rua Solimões,Barra Funda,300,3,0,Casa,2550,2859
Rua Domingos Fasolari,Casa Verde,70,2,1,Apartamento,3050,3893
Rua Conselheiro Moreira de Barros,Santana,160,4,2,Apartamento,4600,7203
Rua Paulo de Avelar,Vila Dom Pedro Ii,110,3,1,Casa,3000,3127
Rua José Doll de Moraes,Santana,78,1,2,Apartamento,4250,5443
Rua Heliodora,Santana,75,2,1,Apartamento,2700,4427
Avenida Santa Inês,Parque Mandaqui,101,3,2,Apartamento,3500,5295
Rua João de Laet,Vila Aurora (zona Norte),119,2,2,Apartamento,2500,3417
Rua Franco Paulista,Água Fria,97,2,1,Apartamento,3250,4212
Rua Dom Carlos Gouveia,Vila Continental,110,4,4,Casa,4500,4691
Avenida Braz Leme,Santana,199,2,2,Apartamento,6000,7447
Rua Conselheiro Moreira de Barros,Santana,140,3,2,Apartamento,6500,8399
Rua São Lourenço do Sul,Jardim Peri,140,5,2,Casa,4500,4575
Rua Gilberto Sampaio,Jardim São Paulo(zona Norte),96,2,1,Apartamento,1700,2948
Rua Ventura Carneiro,Vila Celeste,43,2,1,Apartamento,1126,2028
Rua Ana de Barros,Jardim Santa Inês,68,2,1,Apartamento,1800,2655
Rua Paulo de Avelar,Vila Dom Pedro Ii,232,3,4,Casa,6000,6664
Rua Antônio Dias da Silva,Vila Amalia (zona Norte),100,3,1,Casa,3500,3697
Rua dos Patis,Vila Nova Cachoeirinha,257,3,2,Casa,8500,8969
Avenida João Pessoa,Lauzane Paulista,74,2,1,Apartamento,1500,2258
Rua Doutor Zuquim,Santana,92,2,0,Apartamento,1800,2219
Rua Doutor Guilherme Cristoffel,Santana,74,2,1,Apartamento,2200,3720
Rua Vilarinho,Vila Albertina,200,4,3,Casa,3000,3294
Rua Copacabana,Santa Teresinha,165,3,2,Apartamento,3100,5780
Avenida Leôncio de Magalhães,Jardim São Paulo,74,2,1,Apartamento,2680,3509
Avenida do Guacá,Lauzane Paulista,114,3,2,Apartamento,3250,4789
Rua Campo Comprido,Vila Romero,62,2,2,Apartamento,1940,3188
Rua Garção Tinoco,Santana,96,3,2,Apartamento,3000,4499
Rua Conselheiro Moreira de Barros,Lauzane Paulista,267,2,1,Casa,2000,2233
Rua Ângelo Ricchiutti,Jardim Paraíso,200,4,2,Casa,6000,6396
Rua Cambaquara,Jardim São Paulo,235,4,3,Casa,11000,11880
Rua Almirante José Saldanha da Gama,Parque Mandaqui,200,3,3,Apartamento,10500,12730
Rua Alfredo Pujol,Santana,67,2,1,Apartamento,4657,5999
Rua Aburá,Sítio do Mandaqui,57,2,1,Apartamento,1650,2523
Rua Doutor Mello Nogueira,Vila Baruel,155,5,4,Casa,6900,7609
Rua Carlos Belmiro Correia,Parque Peruche,230,5,1,Casa,8250,8387
Rua Quedas,Vila Isolina Mazzei,140,3,3,Casa,4080,4148
Rua Gabriel Quadros,Barro Branco (zona Norte),470,3,6,Casa,9790,10960
Avenida Santa Inês,Parque Mandaqui,127,2,1,Apartamento,2100,2940
Rua Barra Mansa,Jardim Franca,350,3,4,Casa,6200,6741
Avenida Água Fria,Santana,78,2,1,Apartamento,2230,3154
Rua Pedro,Vila Albertina,157,3,2,Apartamento,5300,7945
Rua Conchilia,Vila Albertina,384,4,4,Casa,9000,10300
Travessa Rosa Rodrigues Zerbini,Lauzane Paulista,100,2,0,Casa,1600,1668
Rua Nunes Garcia,Santana,200,3,3,Apartamento,4250,7064
Avenida Adolfo Coelho,Lauzane Paulista,208,5,2,Casa,4100,4526
Avenida Parada Pinto,Vila Nova Cachoeirinha,160,3,3,Apartamento,2730,5325
Rua Amélia Almeida Lucas,Imirim,200,3,1,Casa,4490,4925
Avenida Marechal Eurico Gaspar Dutra,Santana,340,3,4,Casa,5690,5910
Rua Agente Gomes,Jardim São Paulo(zona Norte),240,4,3,Apartamento,7750,11130
Rua Bartolomeu Diniz,Lauzane Paulista,160,2,3,Casa,4840,5255
Rua Francisco da Lira,Jardim Leonor Mendes de Barros,150,3,5,Apartamento,5330,7165
Avenida Águas de São Pedro,Vila Paulicéia,200,5,2,Casa,4140,4655
Rua Benvinda Aparecida de Abreu Leme,Santana,68,2,0,Apartamento,1360,1799
Rua Barra Mansa,Jardim Franca,350,5,3,Casa,5810,6418
Rua Aluísio Azevedo,Santana,110,4,3,Apartamento,2820,3918
Avenida Coronel Sezefredo Fagundes,Tucuruvi,100,3,3,Apartamento,2160,2581
Rua José Gonçalves Gomide,Vila Guilherme,280,3,2,Casa,4200,4753
Rua José Gonçalves Gomide,Vila Guilherme,249,3,1,Casa,3100,3557
Rua Felício Tarabai,Barro Branco (zona Norte),320,4,2,Casa,7000,8131
Avenida Direitos Humanos,Mandaqui,180,3,5,Casa,9000,9341
Rua Alberto Savoy,Vila Romero,90,3,1,Apartamento,2220,3133
Rua Voluntários da Pátria,Santana,123,3,2,Apartamento,3830,5496
Rua José Gomes Falcão,Parque Industrial Tomas Edson,109,3,2,Apartamento,6500,8181
Alfredo Pujol,Santana,46,1,1,Apartamento,3000,3805
Rua Capitão Alberto Mendes Júnior,Água Fria,219,4,4,Apartamento,10000,13460
Rua Cônego Amaral Mello,Casa Verde,350,4,4,Apartamento,12000,17050
Travessa Mário Antônio Correia,Tucuruvi,260,4,6,Casa,9750,10350
Rua Doutor Guilherme Cristofel,Santana,139,4,3,Apartamento,7000,10270
Rua Domingos Fasolari,Casa Verde,150,3,0,Casa,3020,3314
Avenida Imirim,Imirim,17,1,0,Apartamento,900,1102
Rua Doutor Nelson da Veiga,Vila Nova Mazzei,225,4,3,Casa,8440,8988
Rua Marechal Hermes da Fonseca,Santana,100,2,2,Apartamento,9000,10760
Rua José Gomes Falcão,Parque Industrial Tomas Edson,164,3,2,Apartamento,8400,10510
Rua Voluntários da Pátria,Santana,90,3,2,Apartamento,2830,4421
Rua Nelson,Vila Isolina Mazzei,212,4,3,Casa,3750,3910
Rua Mário dos Anjos,Imirim,152,3,2,Casa,5160,7193
Rua Conselheiro Moreira de Barros,Santana,207,4,3,Apartamento,8630,10920
Rua Nova dos Portugueses,Chora Menino,58,2,2,Apartamento,2480,3067
Avenida Santos Dumont,Ponte Pequena,68,2,0,Apartamento,1700,2133
Rua Ana Doll de Morais,Parque Mandaqui,145,3,3,Casa,3740,4015
Rua Darzan,Santana,212,2,2,Casa em condomínio,3650,3739
Rua João de Laet,Vila Aurora (zona Norte),64,2,1,Apartamento,1920,2664
Rua Careaçu,Jardim Franca,500,4,3,Casa,7030,8329
Rua Antíoco,Imirim,103,3,5,Casa,3500,3600
Rua Antônio Clemente,Jardim Sao Paulo(zona Norte),40,1,0,Apartamento,1800,1989
Rua Assuero Roque,Vila Roque,35,1,0,Apartamento,1300,1344
Rua Doutor César,Santana,68,2,0,Apartamento,2201,2909
Rua Macaiá-mirim,Santana,116,3,2,Apartamento,2390,4687
Rua Vinte E Dois de Agosto,Vila Bela Vista (zona Norte),70,3,1,Apartamento,2500,3181
"Rua Aureliano Leal - Santana, São Paulo - Sp, Brasil",Água Fria,178,3,3,Apartamento,5500,6879
Rua Conselheiro Pedro Luís,Santana,125,3,1,Casa,2580,2699
Rua Cônego Ladeira,Vila Mazzei,120,2,1,Apartamento,3350,4746
Rua Marcelo de Menezes,Carandiru,250,3,2,Casa,3200,3610
Rua Nestor Teixeira Forte,Tucuruvi,175,3,3,Casa,5000,5308
Rua Xavier da Veiga,Santana,89,3,1,Apartamento,3162,4299
Rua Andaçu,Vila Paiva,486,5,3,Casa,13130,13640
Rua Félix Pacheco,Parada Inglesa,127,3,3,Apartamento,7000,9142
Avenida Zumkeller,Parque Mandaqui,83,3,2,Apartamento,2500,3944
Rua Dona Maria Bráulio,Jardim Peri,200,2,2,Casa,1500,1603
Rua Camarajé,Jardim Paraíso,63,2,1,Apartamento,2550,3314
Rua Verona,Vila Dom Pedro Ii,290,3,6,Casa,4000,4624
Rua Doutor Guilherme Cristofel,Santana,150,3,4,Apartamento,3300,6594
Rua Alice Blanche,Lauzane Paulista,220,3,2,Casa,4500,4925
Praça Silveiras,Vila Paulicéia,120,2,2,Apartamento,6700,7924
Rua João Vaz,Parque Mandaqui,530,3,2,Casa,6000,6917
Rua Pedro Cacunda,Jardim São Paulo(zona Norte),126,3,1,Casa,3500,3848
Rua João de Laet,Vila Aurora (zona Norte),460,5,2,Casa,4000,4904
Rua Macaiá-mirim,Santana,110,3,2,Apartamento,2950,5094
Rua Manuel da Cunha,Vila Pauliceia,250,3,5,Casa,5000,5212
Rua Santo Adriano,Jardim Peri,370,3,3,Casa,3940,4858
Rua Doutor Rubens Meireles,Várzea da Barra Funda,96,2,2,Apartamento,5300,6549
Rua Antônio Domingues de Carvalho,Parada Inglesa,76,3,2,Apartamento,2830,3986
Rua Cezar Zama,Santana,160,3,2,Apartamento,5000,7871
Rua Maria do Carmo Sene,Vila Paulicéia,250,3,4,Apartamento,5000,8689
Rua Dona Martinha,Santa Teresinha,115,3,3,Apartamento,6900,9750
Avenida Nova Cantareira,Tucuruvi,110,3,1,Apartamento,3230,4666
Rua Voluntários da Pátria,Santana,330,4,4,Apartamento,8000,12300
Avenida Leôncio de Magalhães,Jardim São Paulo,110,3,1,Casa,3500,4290
Rua Atalanta,Jardim São Paulo(zona Norte),120,2,2,Casa,3500,3915
Rua George Oetterer,Vila Pauliceia,240,3,3,Casa,6420,7269
"R. Nossa Sra. Operária, 286 - Vila Guilherme, São Paulo - Sp, 02060-010, Brasil",Vila Guilherme,125,3,0,Casa,12660,13200
Rua Conselheiro Moreira de Barros,Santana,328,3,4,Apartamento,11000,14560
Rua Gomes Leal,Vila Dionisia,90,3,2,Casa,2000,2085
Avenida Miguel Yunes,Usina Piratininga,48,2,1,Apartamento,1800,2169
Avenida Miguel Yunes,Usina Piratininga,70,2,2,Apartamento,2700,3406
Avenida Gregório Bezerra,Jardim Primavera (zona Sul),75,2,1,Apartamento,2400,3193
Rua Manuel Cueva,Jardim Satelite,133,2,2,Casa,3100,3324
Avenida Miguel Yunes,Usina Piratininga,42,2,0,Apartamento,1550,1863
Rua Hafiz,Jardim Palmares (zona Sul),250,3,2,Casa,4600,5016
Rua Jaime Rodrigues,Jardim Sabara,30,1,0,Studio e kitnet,1150,1165
Rua Canuto Borelli,Vila Castelo,60,2,1,Apartamento,2950,3588
Rua Gregório Ferreira,Pedreira,50,1,1,Casa,1100,1227
Avenida João Paulo da Silva,Vila da Paz,40,2,0,Apartamento,2000,2577
Rua Antônio Covello,Jabaquara,130,3,2,Apartamento,3800,6072
Rua Manuel Figueiredo Landim,Jardim Campo Grande,133,2,2,Apartamento,6000,7654
Avenida Interlagos,Jardim Umuarama,140,4,2,Casa em condomínio,4990,6039
Rua Curiá,Jardim Sabara,58,2,1,Apartamento,3500,4145
Rua Pedro Machado de Mello,Interlagos,140,3,2,Casa,2978,3105
Rua Djalma Pessolato,Interlagos,56,2,1,Apartamento,2800,3653
Rua Arlindo Alberto,Jardim Palmares (zona Sul),40,2,0,Casa,1350,1373
Avenida João Paulo da Silva,Vila da Paz,54,2,0,Apartamento,1700,2238
Rua Paulo Izzo,Jardim Alzira,160,4,3,Casa,4800,5004
Praça Almirante Pena Botto,Jardim Satelite,50,2,1,Apartamento,1500,1958
Rua Curiá,Jardim Sabara,60,2,1,Apartamento,1600,2076
Rua Borba Gato,Santo Amaro,102,4,2,Apartamento,4300,5602
Rua Professora Haidée Silva Martins,Jardim Campo Grande,325,4,2,Casa,8000,8340
Rua Francisco Credentino,Jardim Satelite,200,1,4,Casa,2500,2716
Avenida Interlagos,Jardim Umuarama,96,2,2,Apartamento,3850,5132
Rua Geraldo de Mendonça Mello,Vila Isa,102,3,2,Apartamento,3980,5167
Rua Promotor Gabriel Nettuzzi Perez,Santo Amaro,120,3,1,Apartamento,3000,4491
Rua Lauzane,Capela do Socorro,180,3,1,Casa,2800,2919
Travessa Ferdinando Vaders,Vila Campo Grande,140,3,2,Casa,3200,3335
Rua João Rafael Jafet,Interlagos,106,2,1,Casa,2600,2710
Rua Sócrates,Campo Grande,92,2,1,Apartamento,6000,7081
Rua Elias Antônio Zogbi,Santo Amaro,85,3,1,Apartamento,5500,6680
Rua Lauzane,Capela do Socorro,48,2,1,Apartamento,1500,2158
Rua Céu Tropical,Jabaquara,200,3,2,Casa,4800,4880
Rua Francisco Barbosa Lima,Jardim Ernestina,230,3,2,Casa,3300,3536
Rua Diogo de Oliveira Neves,Terceira Divisão de Interlagos,250,3,1,Casa,1850,2058
Rua Francisco Pais,Jardim Ipanema (zona Sul),290,3,4,Casa,9380,9869
Rua Herbert Frazer,Interlagos,55,2,1,Apartamento,2200,2773
Avenida Miguel Yunes,Usina Piratininga,75,3,2,Apartamento,3300,3902
Rua Ângelo Sangirardi,Jardim Palmares (zona Sul),112,3,1,Casa,2950,3075
Avenida Senador Teotônio Vilela,Cidade Dutra,44,1,0,Apartamento,1100,1482
Rua Luísa Bocchiglieri Ximenes,Jardim Santa Cruz (campo Grande),270,4,2,Casa,8270,8871
Rua Manuel Cueva,Jardim Satelite,30,1,0,Casa,1070,1115
Rua Joana Avancini Prado,Jardim Lallo,46,2,0,Apartamento,1450,1626
Avenida Miguel Yunes,Usina Piratininga,44,2,1,Apartamento,2238,2700
Rua Séttimo Giannini,Jardim Lallo,30,1,1,Studio e kitnet,1100,1142
Rua Oscár Fernandes,Vila California,96,3,2,Casa,2830,2950
Rua Álvaro Afonso,Vila Gea,200,2,1,Casa,2900,3198
Avenida Interlagos,Interlagos,70,3,1,Apartamento,1700,2766
Rua João da Rocha,Jardim Consorcio,196,3,2,Casa,3300,3652
Rua Arapés,Jardim Sabara,150,3,2,Casa,3500,3776
Rua Luís Carlos Paraná,Jardim Cidalia,65,2,0,Apartamento,2400,2431
Rua David Eid,Vila do Castelo,81,3,2,Apartamento,2400,3190
Avenida Miguel Yunes,Usina Piratininga,72,3,2,Apartamento,3000,3847
Rua Andaquara,Vila Anhanguera,147,3,2,Casa,4990,5253
Rua João Ferreira de Abreu,Vila Arriete,50,2,1,Apartamento,1500,2058
Rua Artur Tescaro,Santo Amaro,110,2,1,Casa,2700,2814
